expression,reading,meaning,tags,guid
おる,おる,-- extra-modest expression for いる --,Genki Genki_Ln.20 JLPT JLPT_N4,Adc_Jds{te
申す,もうす,-- extra-modest (humble) expression for 言う (いう) --,Genki Genki_Ln.20 JLPT JLPT_N4,e<WJ-6`NVb
試験,しけん,an exam,Genki Genki_Ln.9 JLPT JLPT_N4,bUCd_5rR^-
真面目,まじめ,"diligent, serious",JLPT JLPT_N4,xK*F{fx?.z
ごらんになる,,-- honorific expression for みる --,Genki Genki_Ln.19 JLPT JLPT_N4,k(j]!OR1gM
店員,てんいん,clerk; shop-employee,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,GeFU%up;F{
泊まる,とまる,to stay (over night) (v.i.),JLPT JLPT_N4,IbHq#Ubd>&
よろしい,よろしい,"(hon.) good, OK, all right",JLPT JLPT_N4,Ah<}g#ysAC
今夜,こんや,"this evening, tonight",JLPT JLPT_N4,qWO]e*;%U}
おつり,おつり,change; balance of money returned to the purchaser,JLPT JLPT_N4,wx#vXTnj!Z
チェックする,チェックする,check,JLPT JLPT_N4,o%*Ndg~YHB
会話,かいわ,conversation,JLPT JLPT_N4,dD;CvmzQ9b
空気,くうき,"air, atmosphere",Genki Genki_Ln.8 JLPT JLPT_N4,C)1Z!^eB^|
交通,こうつう,"traffic, transportation",JLPT JLPT_N4,AyJ>}k*DyK
ワープロ,ワープロ,word processor,JLPT JLPT_N4,!Qc[fI`%{
喜ぶ,よろこぶ,"to rejoice, to be delighted, to be glad",JLPT JLPT_N4,DF7Py?yTD[
急行,きゅうこう,express train or bus,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,t]K/5%].:3
皆,みな,everyone,JLPT JLPT_N4,r56e/uzKVH
味,あじ,"flavor, taste",JLPT JLPT_N4,B]?q9zUNzO
空港,くうこう,airport,Genki Genki_Ln.20 JLPT JLPT_N4,Qgx/]mMiIj
手袋,てぶくろ,glove(s),Genki Genki_Ln.10 JLPT JLPT_N4,LM6P1@!I~2
校長,こうちょう,"principal, headmaster",JLPT JLPT_N4,eI/Ghjq;7/
ごちそう,ごちそう,"feast, treating (someone)",JLPT JLPT_N4,D/ibPniDYT
踊り,おどり,dance,JLPT JLPT_N4,J=*Z|>n+QR
興味,きょうみ,interest (in something),JLPT JLPT_N4,DIyl0xA#)2
引っ越す,ひっこす,to move to a new place of residence,JLPT JLPT_N4,EGeSfwOFZ.
冷房,れいぼう,"cooling, air conditioning",JLPT JLPT_N4,stZHJs{qvP
都合,つごう,"circumstances, convenience",JLPT JLPT_N4,b;szYJp1~0
遠慮,えんりょする,"restraint, reserve, hesitate",JLPT JLPT_N4,uqPUmCD*1n
亡くなる,なくなる,to pass away,JLPT JLPT_N4,Iq_q:mI=}n
科学,かがく,science,Genki Genki_Ln.1 JLPT JLPT_N4,gWOi-(wW;M
はっきり,はっきり,"clearly, distinctly",JLPT JLPT_N4,soMm6B)m]t
差し上げる,さしあげる,-- humble expression for あげる --,Genki Genki_Ln.20 JLPT JLPT_N4,zkSrvJWm{I
気持ち,きもち,"feeling, sensation, mood",JLPT JLPT_N4,P!ajdoiyb.
祖父,そふ,grandfather,JLPT JLPT_N4,ytyAfRG*6x
港,みなと,"harbor, port",JLPT JLPT_N4,sHl5)cnUcM
予約,よやく,reservation,Genki Genki_Ln.10 JLPT JLPT_N4,rSce1JPbkI
凄い,すごい,"terrific, great",JLPT JLPT_N4,P~)7jIfH{m
入学,にゅうがくする,entry to school or university,JLPT JLPT_N4,"jo:/>1,9uU"
片付ける,かたづける,"to (clean) tidy up (v.t.), to put away",JLPT JLPT_N4,Ef_Twp5ERS
写す,うつす,to copy (v.t.); to photograph,JLPT JLPT_N4,x|L%TU)*iv
パソコン,パソコン,(personal) computer,JLPT JLPT_N4,tQ#JE!pNrV
部長,ぶちょう,department (division) manager,Genki Genki_Ln.19 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,O:v<m}n3*n
火事,かじ,fire,JLPT JLPT_N4,Kll.Pvc/gB
足す,たす,to add (numbers),JLPT JLPT_N4,M:pOTP>t7-
教会,きょうかい,church,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,oA&[8r+GKm
彼ら,かれら,they (usually male),JLPT JLPT_N4,k?K1].&L.0
一杯,いっぱい,"full, to the utmost",JLPT JLPT_N4,w&/o{@M=$:
アメリカ,アメリカ,"America, U.S.A.",Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_N4,IVipO?aKE#
男性,だんせい,man; male,JLPT JLPT_N4,r6Y+#Vxx9S
理由,りゆう,reason,JLPT JLPT_N4,P7}t{e2du#
生産,せいさんする,production; to produce,JLPT JLPT_N4,pm+O;C4U:>
着物,きもの,kimono; Japanese traditional dress,Genki Genki_Ln.13 JLPT JLPT_N4,"A(ZdyF5k,T"
おもちゃ,おもちゃ,a toy,Genki Genki_Ln.11 JLPT JLPT_N4,Cf`[JaXL7u
暮れる,くれる,"to get dark, to come to an end",JLPT JLPT_N4,i-JL+Sl!mg
釣る,つる,to fish,JLPT JLPT_N4,"GWJ%g`TG,o"
～ちゃん,～ちゃん,suffix for familiar (female) person,JLPT JLPT_N4,r2m3z~%1s]
打つ,うつ,"to hit, to strike",JLPT JLPT_N4,pBs^gx/@>a
あんな,あんな,"such, like that",JLPT JLPT_N4,K%g**4JE#C
謝る,あやまる,to apologize,JLPT JLPT_N4,C%+Y^2-4l[
昼間,ひるま,"daytime, during the day",JLPT JLPT_N4,p3^ge-^eJl
教育,きょういく,education,JLPT JLPT_N4,HW9*4`esHu
女性,じょせい,woman,JLPT JLPT_N4,E9gO2XIg*K
米,こめ,uncooked rice,JLPT JLPT_N4,"t,HSQDh#2"
邪魔,じゃま,"hindrance, intrusion",JLPT JLPT_N4,c]>yivA`ny
国際,こくさい,international,JLPT JLPT_N4,f~g3tMo97^
隅,すみ,corner,JLPT JLPT_N4,eeOvjZ5zl.
伺う,うかがう,"humble form of 行く (いく), 聞く (きく) and 来る (くる)",JLPT JLPT_N4,Lmfy{2F]$A
再来週,さらいしゅう,the week after next,JLPT JLPT_N4,kKHM?VM`7o
夢,ゆめ,a dream,Genki Genki_Ln.11 JLPT JLPT_N4,lZn7[}J9+0
喉,のど,throat,JLPT JLPT_N4,c+C3t7I~.8
最近,さいきん,"recently, nowadays, in recent years, most recent, latest",Genki Genki_Ln.15 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,e2RD]Myt9A
周り,まわり,surroundings,JLPT JLPT_N4,fhT%f*K[Vx
歴史,れきし,history,Genki Genki_Ln.1 Genki_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,lQ}Sxv&`A!
不便,ふべん,inconvenience,JLPT JLPT_N4,C!<M[IO(?_
血,ち,blood,JLPT JLPT_N4,0ihaC]*Q^
～続ける,～つづける,to continue doing ~,JLPT JLPT_N4,JHO_m/Gf)j
毛,け,"hair, fur",JLPT JLPT_N4,gsy(C|!IEU
ひどい,ひどい,"terrible, awful, unfair, cruel",Genki Genki_Ln.21 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,M6<?LBefmj
例えば,たとえば,"for example, e.g.",Genki Genki_Ln.17 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,n/o*9@bFx6
中々,なかなか,"very, considerably, quite",JLPT JLPT_N4,@YWCVJq=)
随分,ずいぶん,extremely,JLPT JLPT_N4,NMl:D%#1zF
～やすい,～やすい,easy to do ~,JLPT JLPT_N4,exjp1w(~N7
押し入れ,おしいれ,closet,JLPT JLPT_N4,Al&#S)GWr$
電灯,でんとう,electric light,JLPT JLPT_N4,jodPP9K~W{
叱る,しかる,to scold,JLPT JLPT_N4,LMzmk?%TI!
サンダル,サンダル,sandal,JLPT JLPT_N4,nKx7m0Vnj8
びっくりする,びっくりする,to be surprised,Genki Genki_Ln.21 JLPT JLPT_N4,Cr@7!m+n{m
うまい,うまい,delicious; skillful; fortunate,JLPT JLPT_N4,"C`4~Q!,KRn"
変える,かえる,"to change, to alter, to vary",JLPT JLPT_N4,x+80xLQg^-
講堂,こうどう,auditorium,JLPT JLPT_N4,ktg9A%:iyA
子,こ,child,JLPT JLPT_N4,u.wVLBCC7[
沸かす,わかす,to boil,JLPT JLPT_N4,"d,.x::f0>g"
レジ,レジ,register,JLPT JLPT_N4,m?VOxpy?_K
しばらく,しばらく,little while,JLPT JLPT_N4,w1JlkP{0C8
特に,とくに,particularly,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,Qf=L0@hP&F
空く,あく,"to open, to become empty (vacant)",JLPT JLPT_N4,Cg0$u|Ogik
計画,けいかくする,"plan, project, schedule",JLPT JLPT_N4,s2fE.u9}xk
通り,とおり,"~ Street, ~ Avenue",JLPT JLPT_N4,QBI<)8t#SN
下着,したぎ,underwear,JLPT JLPT_N4,tFl(JKOvJ3
経済,けいざい,"economics, finance, economy",JLPT JLPT_N4,rJHgD<t_i_
こう,こう,"like this, this way",JLPT JLPT_N4,Q%+*%s6}J9
是非,ぜひ,"certainly, by all means; without fail",Genki Genki_Ln.9 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,kray(3KD^X
裏,うら,"reverse side, back",JLPT JLPT_N4,pQ2heE~587
為,ため,"good, advantage, in order to",JLPT JLPT_N4,Fly+C7B(R*
おいでになる,おいでになる,(hon.) to be,JLPT JLPT_N4,ok-j:Fq]#X
変わる,かわる,"to change (v.i.), to be transformed, to vary",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,N?)pR_`l)L
以外,いがい,"other than, with the exception of, excepting",Intermediate_Japanese_Ln.3 JLPT JLPT_N4,io5npAJ^ZJ
済む,すむ,"to finish, to end",JLPT JLPT_N4,eQV4%/qxB)
ハンバーグ,ハンバーグ,hamburger steak,JLPT JLPT_N4,zs3r)kO4N*
市,し,city,JLPT JLPT_N4,rXed<x$qC(
引き出し,ひきだし,drawer,JLPT JLPT_N4,tGG+yHdqmL
遊び,あそび,play,JLPT JLPT_N4,"O8zue,3OP7"
支度,したくする,preparation,JLPT JLPT_N4,QsqU&|{INc
～始める,～はじめる,to start doing ~,JLPT JLPT_N4,BA.Jz]NK1.
見える,みえる,to be visible; -- polite verb meaning 来る (くる) --,Genki Genki_Ln.15 JLPT JLPT_N4,cEonZn&vE$
十分,じゅうぶん,enough,JLPT JLPT_N4,vgB;={Nvrv
音,おと,"sound, note",Genki Genki_Ln.20 JLPT JLPT_N4,y~nFfa-~?d
きっと,きっと,"surely, definitely, undoubtedly, certainly",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,>[X6H]9HU
まず,まず,"first (of all), to start with",Genki Genki_Ln.18 JLPT JLPT_N4,b.U+m9N1DV
遠く,とおく,"far away, distant",JLPT JLPT_N4,P.EKUt5=[B
大体,だいたい,approximately; in most cases; in general; to begin with (same as もともと),Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,PoQwq(:pGi
折れる,おれる,"to break, to be folded, to give in; to turn (a corner)",JLPT JLPT_N4,"C>N,+q5aTm"
正しい,ただしい,correct,JLPT JLPT_N4,ynVxN8fR|I
輸入,ゆにゅう,import,JLPT JLPT_N4,c#?sbZfFpt
返事,へんじ,"reply, answer",JLPT JLPT_N4,KqUGjMWU_#
都,と,metropolitan,JLPT JLPT_N4,OcM{?!kX-7
産業,さんぎょう,industry,JLPT JLPT_N4,r<I`MSX5aQ
伝える,つたえる,"to convey (a message); to tell, to report",Genki Genki_Ln.20 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,"z>dT,I0S3h"
お金持ち,かねもち; おかねもち,rich person,JLPT JLPT_N4,H?Z`hWb&65
説明,せつめい,explanation,JLPT JLPT_N4,jzx*<D-6cG
島,しま,island,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,AOZjwUDN5g
道具,どうぐ,tool,JLPT JLPT_N4,Me$$/AnEcv
滑る,すべる,"to slide, to slip",JLPT JLPT_N4,nobw)6B/(-
それほど,それほど,to that degree; extent,JLPT JLPT_N4,tq|Owona;B
以上,いじょう,more than; this is all,JLPT JLPT_N4,kbfzlR:5u>
～まま,～まま,as it is,JLPT JLPT_N4,j#zKPMXsT3
特急,とっきゅう,limited express (train faster than an express),JLPT JLPT_N4,sOgOxrQFHN
プレゼント,プレゼント,"present, gift",Genki Genki_Ln.12 JLPT JLPT_N4,FrsjD-2$(X
～(に) よると,～(に) よると,according to ~,JLPT JLPT_N4,erz+S2{yL|
妻,つま,wife (humble),JLPT JLPT_N4,pfL{;:Bm<O
帰り,かえり,"return, coming back",JLPT JLPT_N4,A1{^9x(Ly$
具合,ぐあい,"condition, state, health",JLPT JLPT_N4,Ha+Fpz*nIy
堅; 硬; 固い,かたい,"solid, hard, firm",JLPT JLPT_N4,Qr]]OTGag7
駐車場,ちゅうしゃじょう,parking lot,JLPT JLPT_N4,Q9!i44Gj}q
スーツ,スーツ,suit,JLPT JLPT_N4,"M~,%txA#EO"
危険,きけん,"danger, risk, hazard",Intermediate_Japanese_Ln.15 JLPT JLPT_N4,f#x=KD-)bk
髪,かみ,hair,Genki Genki_Ln.7 JLPT JLPT_N4,roFwJrlfKR
天気予報,てんきよほう,weather forecast,Genki Genki_Ln.8 JLPT JLPT_N4,rN#1gCRiI^
彼女,かのじょ,girlfriend; she,Genki Genki_Ln.12 JLPT JLPT_N4,xL3J@WlS{%
間,あいだ,"space, interval",JLPT JLPT_N4,MXEynMn6*x
卒業,そつぎょう,graduation,JLPT JLPT_N4,yOSz]L8FJS
それで,それで,"and (conj.), thereupon, because of that",JLPT JLPT_N4,rZ[:sRogcN
枝,えだ,"branch, twig",JLPT JLPT_N4,FAl}KCf:~8
専門,せんもん,major; speciality,Genki Genki_Ln.1 JLPT JLPT_N4,k;2({qLOGz
そろそろ,そろそろ,"gradually, soon",JLPT JLPT_N4,Q|>K44^N++
送る,おくる,"to send, to dispatch",Genki Genki_Ln.14 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,e1#_xMS<)@
あげる,あげる,to give,JLPT JLPT_N4,w6NP$s|k?>
騒ぐ,さわぐ,"to make noise, to clamor",JLPT JLPT_N4,E-jyAQ+?xZ
尋ねる,たずねる,to inquire (same as 質問する),JLPT JLPT_N4,B;}vj%?W%Z
放送,ほうそうする,broadcasting,JLPT JLPT_N4,HT(fAub[.Z
政治,せいじ,politics,Genki Genki_Ln.1 Genki_Ln.12 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,LbbPDli%;(
市民,しみん,citizen,JLPT JLPT_N4,KnKdz8[G7<
ファックス,ファックス,fax,JLPT JLPT_N4,sG]9/N[j*>
負ける,まける,"to lose (a game) (v.i.), to be defeated",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,t-t/Tk%(SS
指輪,ゆびわ,(finger) ring,Genki Genki_Ln.14 JLPT JLPT_N4,By9Xq1v4J{
田舎,いなか,"rural, countryside",JLPT JLPT_N4,qO;XWK^*$*
見つける,みつける,"to discover, to find (v.t.)",Genki Genki_Ln.21 JLPT JLPT_N4,JSBDi~:Uul
高校生,こうこうせい,high school student,Genki Genki_Ln.1 JLPT JLPT_N4,s|lGtGG1fi
講義,こうぎ,a lecture,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,q(32?ls(B3
そんなに,そんなに,"so much, like that",JLPT JLPT_N4,pG^h}ycj3(
昼休み,ひるやすみ,"lunch break, noon recess",JLPT JLPT_N4,lFVXC$-X%0
忘れ物,わすれもの,"lost article, something forgotten",JLPT JLPT_N4,c>u.i{BBMW
下りる,おりる,"to get down, to go; come down",JLPT JLPT_N4,"d9,VKd=RU="
腕,うで,arm (in reference to body),Intermediate_Japanese_Ln.7 JLPT JLPT_N4,AiW}:.4@ze
訳,わけ,reason; explanation,JLPT JLPT_N4,usS4^zwn[>
承知,しょうちする,"consent, acceptance",JLPT JLPT_N4,H:BcaGHLGe
日記,にっき,"diary, journal",Genki Genki_Ln.18 JLPT JLPT_N4,"BMMWqQZ#[,"
高校; 高等学校,こうこう; こうとうがっこう,high school; senior high school,JLPT JLPT_N4,KKBE9#o7:F
似る,にる,"to resemble, to be similar",JLPT JLPT_N4,i`_a~no4G!
～おわる,～おわる,to finish doing ~,JLPT JLPT_N4,qwf(Try}@4
暖房,だんぼう,heating,JLPT JLPT_N4,dvn`p4e0P6
留守,るす,absence; not at home,Genki Genki_Ln.21 JLPT JLPT_N4,BK(gHI]ze3
割合,わりあい,"rate, ratio, percentage",JLPT JLPT_N4,vGMwhqQc%{
寺,てら,Buddhist temple,JLPT JLPT_N4,Hiagec7p~[
慣れる,なれる,to grow accustomed to,JLPT JLPT_N4,m30?cbGY7<
普通,ふつう,common; usual,Intermediate_Japanese_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,s:f#izD=u2
手伝う,てつだう,to help,JLPT JLPT_N4,s_Pi8jG!6%
なるほど,なるほど,I see; I now understand,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,b:e%Ujd8JZ
くださる,くださる,"(hon.) to give, to confer",JLPT JLPT_N4,sPmqOCO=cT
息子,むすこ,(humble) son,JLPT JLPT_N4,xE%1d@q~=0
お子さん,おこさん,(someone else's) child (polite),Genki Genki_Ln.19 JLPT JLPT_N4,JfH~5*U.a_
会場,かいじょう,"venue, meeting place",JLPT JLPT_N4,rYhMPU9-hG
笑う,わらう,"to laugh, to smile",JLPT JLPT_N4,y~ow$kbx8M
運ぶ,はこぶ,"to transport, to carry",Genki Genki_Ln.22 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,v9DX2R5H-S
文学,ぶんがく,literature,Genki Genki_Ln.1 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,"lUX,?(3;D]"
光,ひかり,light,JLPT JLPT_N4,qZgkVt9uh<
お見舞い,おみまい,"calling on someone who is ill, visit",JLPT JLPT_N4,vi}b>#%^FD
席,せき,a seat,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,frRhF)UU}W
～様,～さま,"Mr., Mrs., Ms.",JLPT JLPT_N4,JidByAlQoq
ご存じ,ごぞんじ,"knowing, acquaintance",JLPT JLPT_N4,k8%o+}YbEd
下る,さがる,"to descend, to drop, to fall",JLPT JLPT_N4,oX|5UGkIW2
字,じ,letter; character,Genki Genki_Ln.20 JLPT JLPT_N4,paD_A<.{(!
アジア,アジア,Asia,JLPT JLPT_N4,"Q{IM`lB,o7"
褒める,ほめる,to praise; to say nice things,Genki Genki_Ln.21 JLPT JLPT_N4,!.H?[6|B.
空く,すく,"to be empty (in reference to people), to be less crowded",JLPT JLPT_N4,fg<?z[S^C:
あ,あ,Ah,JLPT JLPT_N4,qc]3W&Jc<m
最も,もっとも,most,JLPT JLPT_N4,TJ2Lm-F`{
合う,あう,"to fit, to match",JLPT JLPT_N4,OAIc&<q]o$
～代,～だい,~ age; period,JLPT JLPT_N4,y4r%$Sls[D
最後,さいご,"last, end",JLPT JLPT_N4,P^V7$JoB=L
値段,ねだん,price,JLPT JLPT_N4,E3[j8aN}XJ
退院,たいいんする,leaving hospital,JLPT JLPT_N4,E-^*b8-xhX
展覧会,てんらんかい,exhibition,JLPT JLPT_N4,PN~#oqMNRx
久しぶり,ひさしぶり,it has been a long time; for the first time in a long time,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,"J`#Y!H,,<%"
カーテン,カーテン,curtain,Genki Genki_Ln.18 JLPT JLPT_N4,NFW!?qkYyo
汽車,きしゃ,train (steam),JLPT JLPT_N4,KH0a_3!CiN
遅れる,おくれる,to (be) become late,Genki Genki_Ln.19 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,rDxLnq^]Ph
見つかる,みつかる,"to be found (v.i.), to be discovered",JLPT JLPT_N4,b>m8LlfHOm
召し上がる,めしあがる,-- honorific form of 食べる (たべる) and 飲む (のむ) --,Genki Genki_Ln.19 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Fa=r1a7`zE
太る,ふとる,to gain weight,Genki Genki_Ln.7 JLPT JLPT_N4,BN&?E=z3*H
注射,ちゅうしゃ,injection,JLPT JLPT_N4,lG`+>+=?Os
様,よう,"way, manner, kind",JLPT JLPT_N4,t[MNQO-W6
～おき,～おき,after every ~,JLPT JLPT_N4,ISv;l<*PQR
最初,さいしょ,"beginning, first",JLPT JLPT_N4,uJfgbAk&PM
御～,ご～,honorable ~,JLPT JLPT_N4,b?YXE$9w]A
安心,あんしん,"peace of mind, relief",JLPT JLPT_N4,C^vt]hY6vW
直る,なおる,to be fixed,JLPT JLPT_N4,wOi%P<vl?O
集める,あつめる,"to collect, to gather (v.t.), to assemble",Genki Genki_Ln.16 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,OW4zN$vq<h
直す,なおす,to correct (v.t.); to fix,Genki Genki_Ln.16 JLPT JLPT_N4,g9g}aXNY+w
続く,つづく,to be continued,JLPT JLPT_N4,"I,82^s2,ha"
先輩,せんぱい,senior members of a group,Genki Genki_Ln.22 JLPT JLPT_N4,iQ7T^oqMw-
約束,やくそく,"arrangement, appointment, promise",Genki Genki_Ln.13 JLPT JLPT_N4,gG#1gGEk5+
世話,せわする,looking after; to look after,JLPT JLPT_N4,u{y[j%Z9W2
近所,きんじょ,neighborhood,JLPT JLPT_N4,hCRlD3m.g(
将来,しょうらい,(in the) future; prospects,Genki Genki_Ln.11 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,y@QKAOSu|U
億,おく,hundred million,JLPT JLPT_N4,iX-FN@Kj?p
数学,すうがく,mathematics,JLPT JLPT_N4,EO5o6*tgn9
文化,ぶんか,culture,Genki Genki_Ln.19 JLPT JLPT_N4,z%ky|Q={QQ
払う,はらう,to pay,Genki Genki_Ln.10 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,i~kIT)jn~k
習慣,しゅうかん,custom (in reference to culture),JLPT JLPT_N4,v)1shr#hf=
焼ける,やける,"to burn, to be roasted",JLPT JLPT_N4,ws>!BOMOtu
君,きみ,you (informal for men),JLPT JLPT_N4,P|5<lpF.:2
冷える,ひえる,"to grow cold, to cool down",JLPT JLPT_N4,np-S*rxEi@
点く,つく,"to be started, to be switched on",JLPT JLPT_N4,s+|BHBlyTh
この間,このあいだ,"the other day, recently",Genki Genki_Ln.16 JLPT JLPT_N4,c(L)|Hc$oD
格好,かっこう,"appearance, manner, shape, form, posture",JLPT JLPT_N4,j4zgBW-)uI
かまう,,"to mind, to care about, to be concerned about",JLPT JLPT_N4,l%US3Ov|)s
続ける,つづける,"to continue, to keep up",Genki Genki_Ln.21 JLPT JLPT_N4,Dmf=K4sY#J
落す,おとす,"to drop, to lose",JLPT JLPT_N4,p0#ZhzpH-}
明日,あす,tomorrow,JLPT JLPT_N4,ITR}TzQQ.H
出発,しゅっぱつする,departure,JLPT JLPT_N4,hH4(GI}wN&
拝見,はいけんする,"(humble) (polite) seeing, look at",JLPT JLPT_N4,udBE2Kt)`=
割れる,われる,to break,JLPT JLPT_N4,G?t1hbgS`?
背中,せなか,back (of body),JLPT JLPT_N4,hg%3^*8ICS
新聞社,しんぶんしゃ,newspaper company,JLPT JLPT_N4,m^QI_$65r>
いじめる,いじめる,"to bully, to torment",Genki Genki_Ln.21 JLPT JLPT_N4,gd&LFipme&
回る、回す,まわる、まわす,"to go around, to revolve",JLPT JLPT_N4,OXe]%sDun3
～君,～くん,"Mr. (junior) ~, master ~",JLPT JLPT_N4,yqGP#fHaRj
おっしゃる,おっしゃる,-- honorific expression for いう --,Genki Genki_Ln.19 JLPT JLPT_N4,Bv6:t/{x_6
眠い,ねむい,"sleepy, drowsy",Genki Genki_Ln.10 JLPT JLPT_N4,g1)0|I<ucL
濡れる,ぬれる,to get wet,JLPT JLPT_N4,"n,@-PdsLi~"
倒れる,たおれる,"to collapse, to break down",JLPT JLPT_N4,k|Od:&*w$$
スーパー (マーケット),スーパー (マーケット),supermarket,JLPT JLPT_N4,DH3_3RD/FB
アクセサリー,アクセサリー,accessory,JLPT JLPT_N4,qvO-&Z#/h
考える,かんがえる,to think (about); to consider,Genki Genki_Ln.18 JLPT JLPT_N4,"M,WdgwY$__"
向かう,むかう,"to face, to go towards",JLPT JLPT_N4,sLFa<Dk5BC
自由,じゆう,freedom,Genki Genki_Ln.22 JLPT JLPT_N4,lFnDZou.7G
仕方,しかた,way (of doing something),JLPT JLPT_N4,AM]yYl5eIO
首,くび,neck,JLPT JLPT_N4,JPecz-JR}]
程,ほど,"degree, extent",JLPT JLPT_N4,p%bF6rAi^7
代わり,かわり,"substitute, replacement",JLPT JLPT_N4,rZ#&qP#LLe
失敗,しっぱい,"failure, mistake",JLPT JLPT_N4,KT@^}h^l+<
工業,こうぎょう,(manufacturing) industry,JLPT JLPT_N4,kLOeCV|5Ly
移る,うつる,to move (from a house); to transfer (from a department); to shift,JLPT JLPT_N4,EwBssfbpE#
スーツケース,スーツケース,suitcase,JLPT JLPT_N4,z<X.?7YIM*
ひげ,ひげ,beard,Genki Genki_Ln.17 JLPT JLPT_N4,OC&/lk8Sbt
研究室,けんきゅうしつ,the professor's office; laboratory,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,C=g-AqnF6#
工場,こうじょう,factory,Genki Genki_Ln.21 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,zB*.:-`=4j
紹介,しょうかい,an introduction,JLPT JLPT_N4,dT=BbRaUvW
けれど; けれども,けれど; けれども,"but, although",JLPT JLPT_N4,mDzGR2QZWc
舟,ふね,"ship, boat",JLPT JLPT_N4,"B,m2(2B05a"
動く,うごく,to move,JLPT JLPT_N4,F~}14d`>!6
～(に) ついて,～(に) ついて,"about, concerning",JLPT JLPT_N4,"s~K|,g+o=("
コンサート,コンサート,concert,Genki Genki_Ln.9 JLPT JLPT_N4,c-Fil]C?m3
虫,むし,insect,JLPT JLPT_N4,gn!@amuoHx
優しい,やさしい,"kind (person), gentle (person), easy (problem)",Genki Genki_Ln.5 JLPT JLPT_N4,gfbdYDbw~Y
コンピュータ; コンピューター,コンピュータ; コンピューター,computer,JLPT JLPT_N4,i=KlAInS10
植える,うえる,to plant,JLPT JLPT_N4,M>_C}7!LEs
両方,りょうほう,"both sides, both parties",JLPT JLPT_N4,w+8nx7:F3*
汚れる,よごれる,to become dirty,JLPT JLPT_N4,yxTJ>uc(`r
水泳,すいえい,swimming,JLPT JLPT_N4,p8o.J&l.y:
経験,けいけんする,experience,JLPT JLPT_N4,f+zL`Y7buD
勝つ,かつ,to win,JLPT JLPT_N4,vi?&`a{.eH
砂,すな,sand,JLPT JLPT_N4,"v^,Hr#Vg!e"
警察,けいさつ,police; police station,Genki Genki_Ln.21 JLPT JLPT_N4,Cqbq5lE;g6
取り替える,とりかえる,"to exchange, to replace",JLPT JLPT_N4,fAPL%{p!|p
急ぐ,いそぐ,"to hurry, to be in a hurry, to rush",Genki Genki_Ln.6 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,C+o)~b82kd
簡単,かんたん,simple,JLPT JLPT_N4,oG^L}3iGdF
参る,まいる,humble expression for 行く and 来る,Genki Genki_Ln.20 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,dY_fG(MyTI
全然,ぜんぜん,"not at all; wholly, entirely",JLPT JLPT_N4,iJGs=<smMr
特別,とくべつ,special,JLPT JLPT_N4,w*:rZ|MXHf
復習,ふくしゅう,"review (of lessons), revision",JLPT JLPT_N4,O40vK?08(g
間に合う,まにあう,to be in time for,JLPT JLPT_N4,l3xWb^IMb
役に立つ,やくにたつ,"to be helpful, to be useful",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,Bodoj{2=?#
もうすぐ,もうすぐ,very soon; in a few moments; days,Genki Genki_Ln.12 JLPT JLPT_N4,cr{2h{c->
真中,まんなか,"middle, center",JLPT JLPT_N4,R5Bu:`G<@
