expression,reading,meaning,tags,guid
売り出し,うりだし,(bargain) sale,JLPT_1 JLPT,e#9|l1/ymz
売り出す,うりだす,"to put on sale, to market",JLPT_1 JLPT,gIddcx*`Ct
潤う,うるおう,to be moist; to profit by,JLPT_1 JLPT,iEM[52wf::
浮気,うわき,"affair, to cheat",JLPT_1 JLPT,niMRrvhuXD
上回る,うわまわる,to exceed,JLPT_1 JLPT,xvIWa_An&S
植わる,うわる,to be planted,JLPT_1 JLPT,q/mwW_I)&k
運営,うんえい,"management, administration, operation",JLPT_1 JLPT,m*%9#Uxp/F
うんざり,うんざり,"tedious, boring, being fed up with",JLPT_1 JLPT,G<U}3bYTX=
運送,うんそう,"shipping, freight",JLPT_1 JLPT,DH/^v}5V5H
運賃,うんちん,"freight rates, shipping expenses, (passenger) fare",JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,"OS<,k|.D(5"
云々,うんぬん,"and so on, and so forth",JLPT_1 JLPT,LiOOViPg]s
運搬,うんぱん,"transport, carriage",JLPT_1 JLPT,KHqZvxZ@6.
運命,うんめい,fate,JLPT_1 JLPT,l3_#00|#9V
運輸,うんゆ,transportation,JLPT_1 JLPT,"M~H0atu}?,"
運用,うんよう,"making use of, application, practical use",JLPT_1 JLPT,P{!{:>o!_q
エアメール,エアメール,air mail,JLPT_1 JLPT,q`%AC;;9Ta
～営,～えい,~ run,JLPT_1 JLPT,dP^UCy0C~l
英字,えいじ,English letter (character),JLPT_1 JLPT,"J1lN,M8$1h"
映写,えいしゃ,projection,JLPT_1 JLPT,x`Mnz)m&qb
映像,えいぞう,"reflection, image",JLPT_1 JLPT,m?:Se-SQN4
英雄,えいゆう,"hero, great man",JLPT_1 JLPT,lpc:AiI>>Z
液,えき,"liquid, fluid",JLPT_1 JLPT,r(jP%;ZEI5
閲覧,えつらん,"inspection, reference, browse",JLPT_1 JLPT,hDsmHpZ7Os
獲物,えもの,"game, spoils, trophy",JLPT_1 JLPT,5*sGNpi>A
襟,えり,"neck, collar",JLPT_1 JLPT,tRB]@ee=lY
エレガント,エレガント,elegant,JLPT_1 JLPT,efgo>`$5}C
円滑,えんかつ,"harmony, smoothness",JLPT_1 JLPT,Kb_Dvgh:lA
縁側,えんがわ,"veranda, porch, balcony, open corridor",JLPT_1 JLPT,wyHg^[mZl2
沿岸,えんがん,"coast, shore",JLPT_1 JLPT,AovU9kG]Un
婉曲,えんきょく,"euphemistic, indirect, insinuating",JLPT_1 JLPT,G;:<3(vTfF
演出,えんしゅつ,"production (erg. play, direction)",JLPT_1 JLPT,"wf^,)@RdCb"
エンジニア,エンジニア,engineer,JLPT_1 JLPT,B{mLrpXMY9
演じる,えんじる,"to perform, to play (a part), to act",JLPT_1 JLPT,"w/:3TeD,r|"
演ずる,えんずる,"to perform, to play (a part), to act",JLPT_1 JLPT,D7;+x/XKhh
沿線,えんせん,along railway line,JLPT_1 JLPT,ALo8teWhD7
縁談,えんだん,marriage proposal,JLPT_1 JLPT,noJgGKIj8x
遠方,えんぽう,"long way, distant place",JLPT_1 JLPT,OzC<9.M=Ar
円満,えんまん,"harmony, peace, smoothness",JLPT_1 JLPT,Ct:pLi;{3A
追い込む,おいこむ,"to herd, to corner, to drive",JLPT_1 JLPT,AR1qUDM@P)
追い出す,おいだす,"to expel, to drive out",JLPT_1 JLPT,"riRN3`p,`k"
於いて,おいて,"at, in, on",JLPT_1 JLPT,ijyE>WQ}KT
老いる,おいる,"to age, to grow old",JLPT_1 JLPT,Fq*tJ8V7V$
応急,おうきゅう,emergency,JLPT_1 JLPT,P7w*v4FZJr
黄金,おうごん,gold,JLPT_1 JLPT,mYt_k*xkZ.
往診,おうしん,"doctor's visit, house call",JLPT_1 JLPT,KYeqnnZ=-9
応募,おうぼ,"subscription, application",JLPT_1 JLPT,b[VDDlfAs0
おおい (かん),おおい (かん),hey,JLPT_1 JLPT,"oI,HaDOI/S"
大方,おおかた,"almost all, majority",JLPT_1 JLPT,xJaUka+CN:
大柄,おおがら,"large build, large pattern",JLPT_1 JLPT,"GWS,d=cM(:"
おおげさ,おおげさ,"grandiose, exaggerated",JLPT_1 JLPT,oddUsiCw^V
大筋,おおすじ,"outline, summary",JLPT_1 JLPT,Hs`P|H+T!]
大空,おおぞら,"heaven, the sky",JLPT_1 JLPT,x&4e(F[|Hd
オートマチック,オートマチック,automatic,JLPT_1 JLPT,Ma<]_+LJWL
大幅,おおはば,"full width, large scale, drastic",JLPT JLPT_1 MediaMissing,c`*FbFL7!*
おおまかな,おおまかな,"rough, approximate",JLPT_1 JLPT,h|xK)[LK#`
大水,おおみず,flood,JLPT_1 JLPT,lHnH3YrPE%
公,おおやけ,public,JLPT_1 JLPT,oI.<`;>b`b
犯す,おかす,"to perpetrate, to violate",JLPT_1 JLPT,r}qWP|]B{j
侵す,おかす,"to invade, to raid, to trespass",JLPT_1 JLPT,JP!&.Z9_)1
臆病,おくびょう,"cowardice, timidity",JLPT_1 JLPT,DR9F4{>w8i
遅らす,おくらす,"to retard, to delay",JLPT_1 JLPT,BxX=0Td:Ra
厳か,おごそか,"majestic, dignified",JLPT_1 JLPT,k^}q{Z*:ZU
行い,おこない,"conduct, behavior, action",JLPT_1 JLPT,EPt}Y|moZw
おごる (ゆうしょくを～),おごる (ゆうしょくを～),to give (someone) a treat,JLPT_1 JLPT,nplO^(LG?d
収まる,おさまる,to settle into; to be obtained,JLPT_1 JLPT,blHU8/+m@I
納まる,おさまる,to settle into; to be obtained,JLPT_1 JLPT,cv8FX+R{$0
治まる,おさまる,"to be at peace, to calm down",JLPT_1 JLPT,vn/~]L;$eG
お産,おさん,(giving) birth,JLPT_1 JLPT,euz]Ka!XAe
押し切る,おしきる,to have one's own way,JLPT_1 JLPT,djU<$hJj6~
押し込む,おしこむ,"to push into, to crowd into",JLPT_1 JLPT,xrb|Hb|isj
惜しむ,おしむ,"to be frugal, to value, to regret",JLPT_1 JLPT,eSj?}z3f2/
押し寄せる,おしよせる,"to push aside, to advance on",JLPT_1 JLPT,G6S^.J|&^/
雄,おす,male (animal),JLPT_1 JLPT,gZ*7YqB0w(
御世辞,おせじ,"flattery, compliment",JLPT_1 JLPT,d$tF`<~=wO
襲う,おそう,to attack,JLPT_1 JLPT,d*HJIF;zrC
遅くとも,おそくとも,at the latest,JLPT_1 JLPT,"p,08OPe)d%"
恐れ,おそれ,"fear, horror",JLPT_1 JLPT,mG1{:BxE;
恐れ入る,おそれいる,"to be filled with awe, to feel small",JLPT_1 JLPT,o7$@i&/e=j
おだてる,おだてる,to flatter,JLPT_1 JLPT,"c}qANB`J7,"
落ち込む,おちこむ,to get depressed,JLPT_1 Genki_Ln.16 JLPT Genki,B0Aq~FM[^o
落ち着き,おちつき,"calm, composure",JLPT_1 JLPT,"k)L1,/cgqd"
落葉,おちば,fallen leaves,JLPT_1 JLPT,qPS6$v<zNn
乙,おつ,2nd in rank,JLPT_1 JLPT,"CTIZFIH,kM"
お使い,おつかい,errand,JLPT_1 JLPT,"Q3Uu~eV;,,"
おっかない,おっかない,"frightening, scary",JLPT_1 JLPT,r<$W[mdg(3
お手上げ,おてあげ,"given in, given up hope",JLPT_1 JLPT,J({SY<_/!4
おどおど,おどおど,"coweringly, hesitantly",JLPT_1 JLPT,hFdj&!1iUO
脅す,おどす,"to threaten, to menace",JLPT_1 JLPT,l9J?^6gNw8
訪れる,おとずれる,to visit,JLPT_1 JLPT,M;`!*}::|V
お供,おとも,"attendant, companion",JLPT_1 JLPT,x[kh8D~cRx
衰える,おとろえる,"to become weak, to decline",JLPT_1 JLPT,pxXWt`7[Xh
同い年,おないどし,of the same age,JLPT_1 JLPT,uOL4]ka~4C
自ずから,おのずから,"naturally, as a matter of course",JLPT_1 JLPT,CsPmT^E4si
怯える,おびえる,to become frightened,JLPT_1 JLPT,Bil>aIK.P>
おびただしい,おびただしい,"abundantly, innumerably",JLPT_1 JLPT,F0E@v8v<tK
脅かす,おびやかす,"to threaten, to coerce",JLPT_1 JLPT,y}AqB/U_jH
帯びる,おびる,"to bear, to carry, to be entrusted",JLPT_1 JLPT,zXZ(?*QD)1
お袋,おふくろ,mother,JLPT_1 JLPT,Iky=(#jNrr
覚え,おぼえ,"memory, sense, experience",JLPT_1 JLPT,z/W-oJ8vaW
おまけ,おまけ,a discount; something additional,JLPT_1 JLPT,rsBcP;b`Jp
お宮,おみや,Shinto shrine,JLPT_1 JLPT,COvUCQv?BW
おむつ,おむつ,"diaper, nappy",JLPT_1 JLPT,FRkuxmL~/i
思い付き,おもいつき,"plan, idea, suggestion",JLPT_1 JLPT,gk=p@=>B|;
趣,おもむき,"flavor, appearance, quaint",JLPT_1 JLPT,o+otz^p(oN
赴く,おもむく,"to go, to proceed",JLPT_1 JLPT,E5WffQ+ViL
重んじる,おもんじる,"to respect, to honor, to esteem, to prize",JLPT_1 JLPT,"gj_$ok,;mR"
重んずる,おもんずる,"to honor, to respect, to value",JLPT_1 JLPT,c;eXv;e7cc
親父,おやじ,"one's father, old man, one's boss",JLPT_1 JLPT,g;f)J>kju#
及び,および,"and, as well as",JLPT_1 JLPT,"F5z-<*3Tg,"
及ぶ,およぶ,"to reach, to extend",JLPT_1 JLPT,Lj7$<D<:Dd
折,おり,"chance, occasion",JLPT_1 JLPT,y[AaTw+T{(
檻,おり,"cage, pen, jail cell",JLPT_1 JLPT,Lj@q6`R`I<
オリエンテーション,オリエンテーション,orientation,JLPT_1 JLPT,i;fk@T:&ys
折り返す,おりかえす,"to turn up, to fold back",JLPT_1 JLPT,x-(77`TIyH
織物,おりもの,"textile, fabric",JLPT_1 JLPT,@6F9JKGsN
俺,おれ,I (ego) (boastful first-person pronoun),JLPT_1 JLPT,M3v%b}<>}t
愚か,おろか,"foolish, stupid",JLPT_1 JLPT,Ch>U~}L@[9
おろそか,おろそか,"neglect, negligence, carelessness",JLPT_1 JLPT,H$%#VMqb~n
おんぶ,おんぶ,carrying on one's back (erg. Baby),JLPT_1 JLPT,w[CU60-p%`
オンライン,オンライン,on-line,JLPT_1 JLPT,i=qSrR2s#(
温和,おんわ,"gentle, mild, moderate",JLPT_1 JLPT,II+hgA8I:B
我,が～,ego,JLPT_1 JLPT,KEYq:ht}?d
カーペット,カーペット,carpet,JLPT_1 JLPT,fn]9l!yDf>
～界,～かい,"world, circle, kingdom",JLPT_1 JLPT,d]il$5=Qs$
～街,～がい,town,JLPT_1 JLPT,PH:pbBSE|j
改悪,かいあく,"deterioration, changing for the worse",JLPT_1 JLPT,/C5*Xn=Cv
海運,かいうん,marine transportation,JLPT_1 JLPT,"CDcOa:,]6U"
外貨,がいか,foreign money,JLPT_1 JLPT,P{MzU_0f=F
改革,かいかく,"reform, reformation, innovation",JLPT_1 JLPT,"nxg,|fRPK9"
貝殻,かいがら,shell,JLPT_1 JLPT,rr4Z^$`(_`
外観,がいかん,"appearance, exterior, facade",JLPT_1 JLPT,JF[`}jk]g#
階級,かいきゅう,"class, rank, grade",JLPT_1 JLPT,G#*h9O@`+|
海峡,かいきょう,channel,JLPT_1 JLPT,jy18h1NAzv
会見,かいけん,"interview, conference",JLPT_1 JLPT,umW!}@pgti
介護,かいご,nursing,JLPT_1 JLPT,kEe>~$Z:bi
開催,かいさい,"holding a meeting, open an exhibition",JLPT_1 JLPT,%(;Yq~m~L
回収,かいしゅう,"collection, recovery",JLPT_1 JLPT,j[pPaa[c]=
改修,かいしゅう,"repair, improvement",JLPT_1 JLPT,QiUw+PPipY
怪獣,かいじゅう,monster,JLPT_1 JLPT,r8Gl`sM7J8
解除,かいじょ,"cancellation, release, cancel",JLPT_1 JLPT,Mgd/-R9vWQ
外相,がいしょう,Foreign Minister,JLPT_1 JLPT,yrLi>.nXho
害する,がいする,"to harm, to offend",JLPT_1 JLPT,Hi`w1ksG:H
概説,がいせつ,"general statement, outline",JLPT_1 JLPT,nT]AQT3`Q*
回送,かいそう,forwarding,JLPT_1 JLPT,L?pD4!Fpg8
階層,かいそう,"class, level, stratum, hierarchy",JLPT_1 JLPT,H^MD?o[__x
開拓,かいたく,"cultivation, pioneer",JLPT_1 JLPT,FypVZrRtNH
会談,かいだん,"conversation, interview",JLPT_1 JLPT,uN=.m/8Z~3
改定,かいてい,reform,JLPT_1 JLPT,g6THSZ_v^<
改訂,かいてい,revision,JLPT_1 JLPT,v0XHWw$0B0
ガイド,ガイド,guide,JLPT_1 JLPT,CvJbP*(I@%
街道,かいどう,highway,JLPT_1 JLPT,N$n&)AJVWA
該当,がいとう,"corresponding, answering to, coming under",JLPT_1 JLPT,nkZ}`ld7f?
街頭,がいとう,in the street,JLPT_1 JLPT,tQu}Nu#P].
ガイドブック,ガイドブック,guidebook,JLPT_1 JLPT,Eo9u]7eh((
介入,かいにゅう,intervention,JLPT_1 JLPT,pZJnTW/Kh#
概念,がいねん,"general idea, concept, notion",JLPT_1 JLPT,E|SNJ<R/iJ
開発,かいはつ,"development, exploitation",JLPT_1 JLPT,Kw[.UTN4^R
海抜,かいばつ,height above sea level,JLPT_1 JLPT,jLVxr@vo2y
介抱,かいほう,"nursing, looking after",JLPT_1 JLPT,j$OYFEbGs|
解剖,かいぼう,"dissection, autopsy",JLPT_1 JLPT,iL)PO8n0NO
外来,がいらい,"(abbr.) imported, outpatient clinic",JLPT_1 JLPT,~V$m/9|o}
回覧,かいらん,circulation,JLPT_1 JLPT,E}}4:_!82P
概略,がいりゃく,"outline, summary, gist",JLPT_1 JLPT,N)qY<nUP|*
海流,かいりゅう,ocean current,JLPT_1 JLPT,xa/eyqaPDe
改良,かいりょう,"improvement, reform",JLPT_1 JLPT,"v?jE,5xyr`"
回路,かいろ,circuit (electric),JLPT_1 JLPT,fdIy<8[a*F
海路,かいろ,sea route,JLPT_1 JLPT,t536M9u42&
省みる,かえりみる,to reflect,JLPT_1 JLPT,taa>Gm>Nxx
顧みる,かえりみる,"to look back, to turn around, to review",JLPT_1 JLPT,ho_c78W;*R
顔付き,かおつき,facial expression,JLPT_1 JLPT,k<|EsPF(U~
課外,かがい,extracurricular,JLPT_1 JLPT,ImdEjfLr)>
掲げる,かかげる,"to hoist, to fly (a sail), to float (a flag)",JLPT_1 JLPT,Q[6r`gY-ir
かかと,かかと,shoe heel,JLPT_1 JLPT,F`djJ$owDP
書き取る,かきとる,"to write down, to take dictation",JLPT_1 JLPT,OeW)s:B>?h
掻き回す,かきまわす,"to stir up, to churn, to disturb",JLPT_1 JLPT,"wp9#,9/+Z4"
かく (はじを),かく (はじを),to humiliate oneself,JLPT_1 JLPT,h*j3Yxxcj{
～画,～かく,~ strokes,JLPT_1 JLPT,G#l-jHUMTG
学芸,がくげい,"arts and sciences, liberal arts",JLPT_1 JLPT,xM-CyLgdV}
格差,かくさ,"difference, disparity",JLPT_1 JLPT,zvfu/3%U&J
拡散,かくさん,"scattering, diffusion",JLPT_1 JLPT,y__Cg;3rb:
学士,がくし,university graduate,JLPT_1 JLPT,Pq<3#+rCX)
各種,かくしゅ,"every kind, all sorts",JLPT_1 JLPT,Jb^Vb%.N$q
隔週,かくしゅう,every other week,JLPT_1 JLPT,QbwTj%&$c)
確信,かくしん,"conviction, confidence",JLPT_1 JLPT,zEL{[Q8QNW
革新,かくしん,"reform, innovation",JLPT_1 JLPT,ti4?AE7Yh@
学説,がくせつ,theory,JLPT_1 JLPT,GlxSp@=1Ze
確定,かくてい,"fixed, decision",JLPT_1 JLPT,"e18p,U0K#7"
カクテル,カクテル,cocktail,JLPT_1 JLPT,"E($,YP#I6d"
獲得,かくとく,"acquisition, possession",JLPT_1 JLPT,"B^,*K>>n_|"
楽譜,がくふ,"score (music, sheet music)",JLPT_1 JLPT,qMA}9*EjCn
確保,かくほ,"guarantee, insure, secure",JLPT_1 JLPT,uY<*K%.TG@
革命,かくめい,revolution,JLPT_1 JLPT,O;mF68dq6Q
確立,かくりつ,establishment,JLPT_1 JLPT,m(/`$&[BF3
賭,かけ,"betting, gambling, a gamble",JLPT_1 JLPT,s:YO~5k/sp
掛～,かけ～,credit,JLPT_1 JLPT,c#>^nQjhVy
～掛け,～かけ,"rack, hanger",JLPT_1 JLPT,"Lr[e?zZ5,<"
崖,がけ,cliff,JLPT_1 JLPT,lH2H25www/
駆け足,かけあし,"running fast, double time",JLPT_1 JLPT,Nd5EP#88A|
家計,かけい,"household economy, family finances",JLPT_1 JLPT,vh}KbR&s=#
駆けっこ,かけっこ,(foot) race,JLPT_1 JLPT,"A8,h2([S[A"
加工,かこう,"manufacturing, processing, treatment",JLPT_1 JLPT,E^@%K2YN]n
化合,かごう,chemical combination,JLPT_1 JLPT,my>j<9l(Hz
かさばる,かさばる,to be bulky,JLPT_1 JLPT,"nuG,E:/*HK"
かさむ,かさむ,"to pile up, to increase",JLPT_1 JLPT,D*tj!&=/|(
箇条書,かじょうがき,"itemized form, itemization",JLPT_1 JLPT,uU[=f*p0xK
頭,かしら,"head, chief",JLPT_1 JLPT,qKQ^U]P!d/
微か,かすか,"faint, dim, weak",JLPT_1 JLPT,"iuQ;E47,]H"
霞む,かすむ,"to grow hazy, to be misty",JLPT_1 JLPT,Muk^XW#N{G
擦る,かする,"to rub, to chafe",JLPT_1 JLPT,b*c:1ipqfg
火星,かせい,Mars,JLPT_1 JLPT,hK6{i6DNme
化石,かせき,"fossil, petrifaction, fossilization",JLPT_1 JLPT,i)2P[%uf@w
河川,かせん,rivers,JLPT_1 JLPT,j9XYM<zDW5
化繊,かせん,synthetic fibers,JLPT_1 JLPT,A<4D0W-y5X
過疎,かそ,depopulation,JLPT_1 JLPT,C6FP<#I<*d
片～,かた～,single ~,JLPT_1 JLPT,p/$/VrksK}
片言,かたこと,"broken (in reference to speaking style, e.g., Japanese)",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,nEkc_9&ki`
傾ける,かたむける,"to incline, to tilt, to bend",JLPT_1 JLPT,g+aTq;z^TG
固める,かためる,"to harden, to freeze, to fortify",JLPT_1 JLPT,M}jO{cRWN^
傍ら,かたわら,"beside(s, while, nearby",JLPT_1 JLPT,H(u3_23(VR
花壇,かだん,flower bed,JLPT_1 JLPT,vyDiG-w#Vb
家畜,かちく,"domestic animals, livestock, cattle",JLPT_1 JLPT,sf(M2A{2zC
且つ,かつ,"yet, and",JLPT_1 JLPT,"bxhWiXnmE,"
がっくり,がっくり,heartbroken,JLPT_1 JLPT,n#j+;o[:]<
合唱,がっしょう,"chorus, singing in a chorus",JLPT_1 JLPT,"ck-jle>!,g"
がっしり,がっしり,"firmly, solidly, tough",JLPT_1 JLPT,Kl0>:WZG~Z
合致,がっち,"agreement, concurrence, conforming to",JLPT_1 JLPT,Af^(s-@)C7
がっちり,がっちり,"solidly built, tightly",JLPT_1 JLPT,dl.]7IVV60
かつて,かつて,"once, before, formerly",JLPT_1 JLPT,fI;@sLyG_Q
勝手,かって,"kitchen; one's way, selfishness",JLPT_1 JLPT,r+VI)d1wQ0
カット,カット,"cut, cutting",JLPT_1 JLPT,Q+NVsyIn!c
活発,かっぱつ,"vigor, active",JLPT_1 JLPT,M`7Eo@!%5A
合併,がっぺい,"combination, amalgamation, merger",JLPT_1 JLPT,h>=`Vc9TZZ
カテゴリー,カテゴリー,category,JLPT_1 JLPT,JAwB1=<{pF
叶う,かなう,to come true,JLPT_1 JLPT,E5LD5p#as=
叶える,かなえる,"to grant (request, wish)",JLPT_1 JLPT,x!3$MxvZF0
金槌,かなづち,(iron) hammer,JLPT_1 JLPT,C7&9nlfhkO
かなわない,かなわない,"be beyond one's power, be unable",JLPT_1 JLPT,i9$e:WA[rV
加入,かにゅう,"becoming a member, admission",JLPT_1 JLPT,"w%]Rn6,Z,X"
予て,かねて,"previously, already, lately",JLPT_1 JLPT,i+&=;*57v}
庇う,かばう,"to protect someone, to&nbsp;&nbsp;cover up for someone",JLPT_1 JLPT,e-}GY5UR@1
株式,かぶしき,stock,JLPT_1 JLPT,nMsDO&gGxt
かぶれる,かぶれる,to react to; to be influenced by,JLPT_1 JLPT,C5U+~~@Gnd
花粉,かふん,pollen,JLPT_1 JLPT,Gm8]&VGB-;
貨幣,かへい,"money, currency, coinage",JLPT_1 JLPT,F<$WXw={D<
構える,かまえる,to set up,JLPT_1 JLPT,jB<-nj(U&|
過密,かみつ,crowded,JLPT_1 JLPT,AOD1mkToDl
噛み切る,かみきる,"to bite off, to gnaw through",JLPT_1 JLPT,"hh,VOk`A<;"
カムバック,カムバック,comeback,JLPT_1 JLPT,HjHeH1>k=t
カメラマン,カメラマン,cameraman,JLPT_1 JLPT,:MlB;<{_:
粥,かゆ,rice porridge,JLPT_1 JLPT,fFz9w`]5pq
体付き,からだつき,"body build, figure",JLPT_1 JLPT,D?fkTo{@|E
絡む,からむ,"to entangle, to entwine",JLPT_1 JLPT,O17r;^Y(oJ
かりに,かりに,"temporarily; if, for argument's sake",JLPT_1 JLPT,c$0g$/@+f7
カルテ,カルテ,clinical records (GER: Karte),JLPT_1 JLPT,GwQApsAV[E
ガレージ,ガレージ,garage (at house),JLPT_1 JLPT,LKr$xf+m)f
過労,かろう,"overwork, strain",JLPT_1 JLPT,Dx#E|nd<`@
かろうじて,かろうじて,"barely, narrowly",JLPT_1 JLPT,wzpJb%R2eZ
交す,かわす,to exchange,JLPT_1 JLPT,ytWMD-K7Sv
代る代る,かわるがわる,alternately,JLPT_1 JLPT,Q<D|kTCMFu
簡易,かんい,"simplicity, easiness, quasi-",JLPT_1 JLPT,Qdl&|7}97?
灌漑,かんがい,irrigation,JLPT_1 JLPT,x3v&{30@Ie
眼科,がんか,ophthalmology,JLPT_1 JLPT,y$)@b7Z=25
眼球,がんきゅう,eyeball,JLPT_1 JLPT,ppa9QzmFoc
玩具,がんぐ,toy,JLPT_1 JLPT,Fu?U%1UjU`
簡潔,かんけつ,"brevity, concise, simple",JLPT_1 JLPT,Ch64u(7Zi6
還元,かんげん,"resolution, reduction, return",JLPT_1 JLPT,b1~cd_rb8g
看護,かんご,nursing,JLPT_1 JLPT,v]`cby4zI~
漢語,かんご,"Chinese word, Sino-Japanese word",JLPT_1 JLPT,BzS`z3a0wD
頑固,がんこ,"stubbornness, obstinacy",JLPT_1 JLPT,iS7AjV-r.~
勧告,かんこく,"advice, counsel",JLPT_1 JLPT,ReTMd+-Cqd
換算,かんさん,"conversion, change, exchange",JLPT_1 JLPT,V_iERi63U
監視,かんし,"observation, guarding, surveillance",JLPT_1 JLPT,xYmgA~gB7D
慣習,かんしゅう,usual (historical) custom,JLPT_1 JLPT,xb4/I5BD9M
観衆,かんしゅう,"spectators, audience",JLPT_1 JLPT,suIg*_}y!}
願書,がんしょ,application form,JLPT_1 JLPT,PJ0db[)2y/
干渉,かんしょう,"interference, intervention",JLPT_1 JLPT,FlV}wK<+oD
頑丈,がんじょう,"solid, firm, strong",JLPT_1 JLPT,o)b^-Y;KL)
感触,かんしょく,"sense of touch, feeling, sensation",JLPT_1 JLPT,Ll+!^%W~Bg
肝心,かんじん,"essential, fundamental, crucial",JLPT_1 JLPT,cGezcCU7jN
肝腎,かんじん,"essential, fundamental, crucial",JLPT_1 JLPT,qQm@vZEhuX
関税,かんぜい,"customs, duty, tariff",JLPT_1 JLPT,J<YhnUzDH9
岩石,がんせき,rock,JLPT_1 JLPT,Fvc~*$ysUp
感染,かんせん,"infection, contagion",JLPT_1 JLPT,yaKv$j-u9~
幹線,かんせん,"main line, trunk line",JLPT_1 JLPT,qnR@^N<xB(
簡素,かんそ,"simplicity, plain",JLPT_1 JLPT,jcV8%N9G]T
観点,かんてん,point of view,JLPT_1 JLPT,sRkkbw!PVn
感度,かんど,"sensitivity, severity (quake)",JLPT_1 JLPT,c!Eb1-<+V1
カンニング,カンニング,"cunning, cheat",JLPT_1 JLPT,f{(PYG4OSM
元年,がんねん,first year (of a specific reign),JLPT_1 JLPT,hmCuQzSd35
幹部,かんぶ,"management, executive",JLPT_1 JLPT,L1KYyf^E^2
完ぺき,かんぺき,"perfection, completeness, flawless",JLPT_1 JLPT,z+SJefr{>B
勘弁,かんべん,"pardon, forgiveness, forbearance",JLPT_1 JLPT,"l*Q,*Lu2Mg"
感無量,かんむりょう,"deep feeling, filled with emotion",JLPT_1 JLPT,h`NZ!a[CSf
勧誘,かんゆう,"invitation, canvassing, inducement",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,fyr>KNdC{T
関与,かんよ,"participation, taking part in",JLPT_1 JLPT,d<Jle/NX</
寛容,かんよう,"forbearance, tolerance, generosity, involvement",JLPT_1 JLPT,f|A2.V0M-n
元来,がんらい,"originally, naturally",JLPT_1 JLPT,Cno5E):pRp
観覧,かんらん,viewing,JLPT_1 JLPT,"A$Cx0<I,I0"
慣例,かんれい,"custom, precedent, of convention",JLPT_1 JLPT,t0a}a`u9:H
還暦,かんれき,60th birthday,JLPT_1 JLPT,4cAN40ulx
貫禄,かんろく,"presence, dignity",JLPT_1 JLPT,I1]lC*Xh&L
緩和,かんわ,"relief, mitigation",JLPT_1 JLPT,"k^:RZ|u,e@"
議案,ぎあん,legislative bill,JLPT_1 JLPT,"I,VMbY@&-V"
危害,きがい,"injury, harm, danger",JLPT_1 JLPT,F>Z;`xG3Np
企画,きかく,"planning, project",JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,w*I2LS4{H:
規格,きかく,"standard, norm",JLPT_1 JLPT,"xzs,)in_UO"
着飾る,きかざる,to dress up,JLPT_1 JLPT,HoI9}BI#^/
気兼ね,きがね,"hesitance, diffidence, feeling constraint",JLPT_1 JLPT,GRlL|p}26%
気軽,きがる,"cheerful, buoyant, lighthearted",JLPT_1 JLPT,s;sgdqP}O.
危機,きき,crisis,JLPT_1 JLPT,C.^&25N@a~
聞き取り,ききとり,listening comprehension,JLPT_1 JLPT,soL?dWfD3o
効き目,ききめ,"effect, virtue, efficacy",JLPT_1 JLPT,"i,@$ZV_BJi"
帰京,ききょう,returning to Tokyo,JLPT_1 JLPT,wzR`J2j)`0
戯曲,ぎきょく,"play, drama",JLPT_1 JLPT,Dx[W!Tbqvu
基金,ききん,"fund, foundation",JLPT_1 JLPT,Jsw14fTONr
喜劇,きげき,"comedy, funny show",JLPT_1 JLPT,vo)8mTt@2i
議決,ぎけつ,"resolution, decision, vote",JLPT_1 JLPT,ina$-8>Dz[
棄権,きけん,"abstain from voting, renunciation of a right",JLPT_1 JLPT,yPr@u5g:%p
既婚,きこん,married,JLPT_1 JLPT,"zec,ws!-1^"
気障,きざ,"affectation, conceit, snobbery",JLPT_1 JLPT,PIJe@Xxivf
記載,きさい,"mention, entry",JLPT_1 JLPT,"AtF!,w].-2"
兆,きざし,"sign, omen, indication",JLPT_1 JLPT,KEdc345jt(
気質,きしつ,"character, trait, temperament",JLPT_1 JLPT,sH[}/atE{z
期日,きじつ,"fixed date, settlement date",JLPT_1 JLPT,"v,pIo6nfY,"
きしむ,きしむ,"to jar, to creak, to grate",JLPT_1 JLPT,JyV83hu3eM
議事堂,ぎじどう,Diet building,JLPT_1 JLPT,ku.2udaM_
記述,きじゅつ,"describing, descriptor",JLPT_1 JLPT,keg8V#>EyG
気象,きしょう,"weather, climate",JLPT_1 JLPT,i8sg{g&{j*
傷付く,きずつく,"to be hurt, to be wounded, to get injured",JLPT_1 JLPT,g#?]Ssa:Ux
傷付ける,きずつける,"to wound, to hurt someone's feelings",JLPT_1 JLPT,W04_o[&8W
犠牲,ぎせい,sacrifice,JLPT_1 JLPT,eAtE.H0;PV
汽船,きせん,steamship,JLPT_1 JLPT,"gyZ:?sW,`("
寄贈,きぞう,"donation, presentation",JLPT_1 JLPT,k3nUp@KIzg
偽造,ぎぞう,"forgery, fabrication, counterfeiting",JLPT_1 JLPT,K;j2M?f~?!
貴族,きぞく,"noble, aristocrat",JLPT_1 JLPT,inVAX<UF+i
