expression,reading,meaning,tags,guid
生年月日,せいねんがっぴ,birth date,JLPT JLPT_2 JLPT_3,H8|M5HOte?
製品,せいひん,"manufactured goods, finished goods",JLPT JLPT_2 JLPT_3,GY93^mZ;)a
政府,せいふ,"government, administration",JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.21,zDQAHO%nD/
生物,せいぶつ,"living thing, organism",JLPT JLPT_2 JLPT_3,nx3;swk;nm
生命,せいめい,life,JLPT JLPT_2 JLPT_3,HfE8+JV[><
整理,せいり,"sorting, arrangement",JLPT JLPT_2 JLPT_3,zlHgN/N7&U
咳,せき,cough,JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,yQ$e7`wCNr
石炭,せきたん,coal,JLPT JLPT_2 JLPT_3,t&C>c}0]R(
責任,せきにん,"duty, responsibility",JLPT JLPT_2 JLPT_3,HKrlH:Fl)i
石油,せきゆ,"oil, petroleum, kerosene",JLPT JLPT_2 JLPT_3,"gJm,E%Jb`a"
世間,せけん,"world, society",JLPT JLPT_2 JLPT_3,pFmc#=7y9*
説,せつ,theory,JLPT JLPT_2 JLPT_3,kNv(nqwBQ3
積極的,せっきょくてき,"positive, active, proactive",JLPT JLPT_2 JLPT_3,zQ[EQ]wde[
設計,せっけい,"plan, design",JLPT JLPT_2 JLPT_3,i>to8js@e$
絶対,ぜったい,"definitely, without fail, absoluteness",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"g,<A9qJmV)"
セット,セット,set,JLPT JLPT_2 JLPT_3,qu4w*^0<Ni
愛,あい,love,JLPT JLPT_2 JLPT_3,hFW1YrLt0]
相変わらず,あいかわらず,"as ever, as usual",JLPT JLPT_2 JLPT_3,Ojow^*$or
愛情,あいじょう,"love, affection",JLPT JLPT_2 JLPT_3,Qzcx!}<3R3
合図,あいず,"sign, signal",JLPT JLPT_2 JLPT_3,fU+XD$S~|s
アイスクリーム,アイスクリーム,ice cream,JLPT JLPT_2 JLPT_3,NP9A]*VE%:
愛する,あいする,to love,JLPT JLPT_2 JLPT_3,DeM>~uF)IC
相手,あいて,partner; addressee; the person you are talking to,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_2 JLPT_3,y[.4]/S_M)
あいにく,あいにく,unfortunately,JLPT JLPT_2 JLPT_3,hzWiJ*CbeE
遭う,あう,"to meet, to encounter (undesirable nuance)",JLPT JLPT_2 JLPT_3,5(WM8:K%>
アウト,アウト,out,JLPT JLPT_2 JLPT_3,l:i}>N{A|}
明かり,あかり,"lamplight, light (in general)",JLPT JLPT_2 JLPT_3,evqBji16kk
空き,あき,"vacancy, opening, space",JLPT JLPT_2 JLPT_3,o4~on{17B&
明らか,あきらか,"obvious, clear",JLPT JLPT_2 JLPT_3,xr&[9MdyXM
諦める,あきらめる,"to give up, to abandon",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2 JLPT_3,cVjy7W5yAS
飽きる,あきる,"to get tired of, to lose interest in",JLPT JLPT_2 JLPT_3,MTVy#<!xxJ
握手,あくしゅ,handshake,JLPT JLPT_2 JLPT_3,BX@vSTsJMQ
悪魔,あくま,"devil, demon, evil spirit",JLPT JLPT_2 JLPT_3,gY|8LCMcvD
明ける,あける,"to dawn, to become daylight",JLPT JLPT_2 JLPT_3,QYMAJT+i|R
揚げる,あげる,"to lift, to fry",JLPT JLPT_2 JLPT_3,kDT9EKS)@x
挙げる,あげる,"to raise; to list, to cite",JLPT JLPT_2 JLPT_3,"GPil,F&M@,"
預かる,あずかる,to keep (something) for (someone),Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_2 JLPT_3,n!!dea66oU
預ける,あずける,"to give into custody, to deposit",JLPT JLPT_2 JLPT_3,ITjUmdJ?SA
汗,あせ,"sweat, perspiration",JLPT JLPT_2 JLPT_3,L.:p?!w~-_
与える,あたえる,to give,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_2 JLPT_3,GyK@0^nn9D
温かい,あたたかい,warm,JLPT JLPT_2 JLPT_3,QwQJvr;Yu/
暖まる,あたたまる,to warm up,JLPT JLPT_2 JLPT_3,cRMS.07iEY
温まる,あたたまる,"to warm oneself, to get warm",JLPT JLPT_2 JLPT_3,Cc_8n~b{Xr
暖める,あたためる,"to warm (up to someone/something), to heat (up to someone/something)",JLPT JLPT_2 JLPT_3,c^bO3wi-j`
温める,あたためる,"to warm, to heat",JLPT JLPT_2 JLPT_3,nR%K+*);#2
辺り,あたり,"vicinity, nearby",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_2 JLPT_3,Nhf6;`GIs6
当たり前,あたりまえ,"usual, common, obvious",JLPT JLPT_2 JLPT_3,"F|qH}g,OWJ"
当たる,あたる,"to be hit, to be successful",JLPT JLPT_2 JLPT_3,c~5${Vgwlg
あちこち,あちこち,here and there,JLPT JLPT_2 JLPT_3,zllf&_UO$c
扱う,あつかう,"to treat, to handle, to deal with",Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2 JLPT_3,"o08cD,?4sA"
集まり,あつまり,"gathering, meeting, collection",JLPT JLPT_2 JLPT_3,jBK/@[g6Hm
当てる,あてる,to hit; to apply to,JLPT JLPT_2 JLPT_3,z-r@1e!?]p
跡,あと,trace; remains; scar,JLPT JLPT_2 JLPT_3,q{EbQ0$xa;
穴,あな,hole,JLPT JLPT_2 JLPT_3,J_{zaxL58i
油,あぶら,oil,JLPT JLPT_2 JLPT_3,h++g*X+)DT
脂,あぶら,fat,JLPT JLPT_2 JLPT_3,yaI6J=&24M
誤り,あやまり,error,JLPT JLPT_2 JLPT_3,Q&O=zHLH43
粗,あら,"defect, flaw, fault",JLPT JLPT_2 JLPT_3,uo3L]S3}+n
嵐,あらし,storm,JLPT JLPT_2 JLPT_3,"x>[,-C/.7:"
争う,あらそう,"to dispute, to argue, to fight",JLPT JLPT_2 JLPT_3,gCt~zB/0M*
新た,あらた,"new, fresh",JLPT JLPT_2 JLPT_3,vUk>5+m4>^
あらゆる,あらゆる,"all, every",JLPT JLPT_2 JLPT_3,fRH=B?!]8k
表す,あらわす,"to express, to show",JLPT JLPT_2 JLPT_3,J4D9:Mg)~^
現す,あらわす,"to show, to appear, to reveal",JLPT JLPT_2 JLPT_3,"J};,Fjv6&g"
著す,あらわす,"to write, to publish",JLPT JLPT_2 JLPT_3,A}kQPl<:b_
現れ,あらわれ,"expression, indication, sign",JLPT JLPT_2 JLPT_3,wIR$)+P>p)
現れる,あらわれる,"to appear (v.i.), to become visible; to express",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,uNu]Gn1cS@
ありがとう,ありがとう,Thank you,JLPT JLPT_2 JLPT_3,"BCk,]QT,C;"
在る; 有る,ある,"to live, to be, to exist",JLPT JLPT_2 JLPT_3,ugXsXN3GZ/
或,ある,"a certain..., some...",JLPT JLPT_2 JLPT_3,fPA~S.(r2^
あるいは,あるいは,"or, perhaps",JLPT JLPT_2 JLPT_3,GpvtMObv5I
アルバム,アルバム,album,JLPT JLPT_2 JLPT_3,LY~;26p.Bn
泡,あわ,"bubble, foam",JLPT JLPT_2 JLPT_3,xuN<Cc$=0q
合わせる,あわせる,to combine,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,I=R#`?=:d[
慌てる,あわてる,to become confused、to panic,JLPT JLPT_2 JLPT_3,QKvMMW7GPN
哀れ,あわれ,"helpless, pity, pathetic",JLPT JLPT_2 JLPT_3,Di(vg]NB]7
案,あん,"plan, scheme, proposal",JLPT JLPT_2 JLPT_3,wa#Lw#FwSj
案外,あんがい,unexpectedly,JLPT JLPT_2 JLPT_3,c{:][-]9cx
暗記,あんき,"memorization, learning by heart",JLPT JLPT_2 JLPT_3,J|(sO>=G;)
安定,あんてい,"stability, equilibrium",JLPT JLPT_2 JLPT_3,tq=A(a}mBR
あんなに,あんなに,"to that extent, to that degree",JLPT JLPT_2 JLPT_3,qL7ozV1EL!
あんまり,あんまり,"not very, not much",JLPT JLPT_2 JLPT_3,nQM2*X0Uly
胃,い,stomach,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,J;|<l]nldO
委員,いいん,committee member,JLPT JLPT_2 JLPT_3,"yw,e]%D0#"
意外,いがい,"unexpected, surprising",JLPT JLPT_2 JLPT_3,w~HVZz5(Yv
行き,いき,going,JLPT JLPT_2 JLPT_3,sv:5&WPn~-
行き,ゆき,going,JLPT JLPT_2 JLPT_3,Qo3!wH.:.8
息,いき,breath,JLPT JLPT_2 JLPT_3,Mg6)U{FFzO
勢い,いきおい,"force, vigor, momentum",JLPT JLPT_2 JLPT_3,b/)jjg52IA
生き物,いきもの,"living thing, creature",JLPT JLPT_2 JLPT_3,cJD+|G`QOg
いけない,いけない,"must not do, bad, wrong",JLPT JLPT_2 JLPT_3,rH~_kL3NSH
医師,いし,"doctor, physician",JLPT JLPT_2 JLPT_3,L]3urgx$u7
意思,いし,"intention, purpose",JLPT JLPT_2 JLPT_3,GeK4#dpi2R
意志,いし,"will, volition",JLPT JLPT_2 JLPT_3,F^=nB=4_Bt
維持,いじ,"maintenance, preservation",JLPT JLPT_2 JLPT_3,NkxQSQGjpb
意識,いしき,"consciousness, senses",JLPT JLPT_2 JLPT_3,B.j@@N??C@
異常,いじょう,"strangeness, abnormality, disorder",JLPT JLPT_2 JLPT_3,O08lYk-IK<
意地悪,いじわる,"malicious, mean, unkind",JLPT JLPT_2 JLPT_3,Q2_n%:>L!6
泉,いずみ,"spring, fountain",JLPT JLPT_2 JLPT_3,l*ms=cUi*A
いずれ,いずれ,"where, which, who",JLPT JLPT_2 JLPT_3,tyll~{/>;}
以前,いぜん,in the past; before,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,vzioeTDgh&
板,いた,"board, plank",JLPT JLPT_2 JLPT_3,rTsp9B=&#y
偉大,いだい,greatness,JLPT JLPT_2 JLPT_3,Dj58mSmcXd
抱く,いだく,"to hold (v.t.) (written expression), to embrace, to harbor",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,bnBW}<VC5Y
いたずら,いたずら,"trick, practical joke",JLPT JLPT_2 JLPT_3,GffoWqmg)Q
いただきます,いただきます,expression of gratitude before meals,JLPT JLPT_2 JLPT_3,jhTihku]b|
痛み,いたみ,"pain, ache, sore",JLPT JLPT_2 JLPT_3,fCH])@V^N}
至る,いたる,"to come, to arrive",JLPT JLPT_2 JLPT_3,go_hN=pqmn
市,いち,"market, fair",JLPT_1 JLPT JLPT_2 JLPT_3,b}j[=OS2%d
位置,いち,"place, position",JLPT JLPT_2 JLPT_3,rRL{bp[klU
一時,いちじ,"for a time, temporarily",JLPT JLPT_2 JLPT_3,rZn?lv+;:4
一度に,いちどに,all at once,JLPT JLPT_2 JLPT_3,AK)V=Yq3mS
市場,いちば,"market, bazaar",JLPT JLPT_2 JLPT_3,DBqN2uJ#li
いつか,いつか,"sometime, one day",JLPT JLPT_2 JLPT_3,FR_y9u}n#<
一家,いっか,"family, clan",JLPT JLPT_2 JLPT_3,l/wm^:qD$x
一種,いっしゅ,"a species, a kind, a variety",JLPT JLPT_2 JLPT_3,sn._eGR[}-
一瞬,いっしゅん,"a moment, an instant",JLPT JLPT_2 JLPT_3,Qq!{_/r0wa
一生,いっしょう,throughout (one's) life,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,AtHZ6K9AwM
一層,いっそう,"much more, still more",JLPT JLPT_2 JLPT_3,CjCbT!QO~}
一体,いったい,one object; body; what on earth?; generally,JLPT JLPT_2 JLPT_3,K?hP0<cU>&
一致,いっち,agreement; conformity,JLPT JLPT_2 JLPT_3,ysxIQslQyD
いつでも,いつでも,"(at) any time, always",JLPT JLPT_2 JLPT_3,N>sX%eJi!w
いつのまにか,いつのまにか,before one knows,JLPT JLPT_2 JLPT_3,D<V5f@i{!T
一般,いっぱん,"general, average",JLPT JLPT_2 JLPT_3,mhggl5@LT?
一方,いっぽう,on the other hand; meanwhile,JLPT JLPT_2 JLPT_3,ta7h-#VP%b
いつまでも,いつまでも,"forever, for good, eternally",JLPT JLPT_2 JLPT_3,r@zE/Lc+82
移動,いどう,"migration, movement",JLPT JLPT_2 JLPT_3,yz:o#%V|;@
従兄弟,いとこ,cousin (male),JLPT JLPT_2 JLPT_3,CcBJPKt<s5
従姉妹,いとこ,cousin (female),JLPT JLPT_2 JLPT_3,s78r`;/ON~
稲,いね,rice-plant,JLPT JLPT_2 JLPT_3,HQD[kKI--m
居眠り,いねむり,"dozing, nodding off",JLPT JLPT_2 JLPT_3,p&}.agckN6
命,いのち,life,JLPT JLPT_2 JLPT_3,"z7V@a,~`Re"
違反,いはん,"violation (of law), infringement",JLPT JLPT_2 JLPT_3,jOqAs(GP-H
衣服,いふく,clothes,JLPT JLPT_2 JLPT_3,pHoA66%Mk&
居間,いま,living room,JLPT JLPT_2 JLPT_3,G/@=.gt:M?
今に,いまに,"before long, soon",JLPT JLPT_2 JLPT_3,E1NlCS5^&;
今にも,いまにも,"at any time, soon",JLPT JLPT_2 JLPT_3,Kiwg*7Fayc
イメージ,イメージ,one's image,JLPT JLPT_2 JLPT_3,m5PWtQuC8
否,いや,"no, the noes",JLPT JLPT_2 JLPT_3,t%b|d?y!x;
以来,いらい,"since, henceforth",JLPT JLPT_2 JLPT_3,wKMM5>=Rhf
依頼,いらい,request; dependence,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"A,;GX*Z1pN"
いらいら,いらいら,"getting nervous, irritation",JLPT JLPT_2 JLPT_3,cX)s!En;S_
いらっしゃい,いらっしゃい,welcome,JLPT JLPT_2 JLPT_3,c2%8d/UU0k
医療,いりょう,"medical care, medical treatment",JLPT JLPT_2 JLPT_3,kJzii8E*wG
岩,いわ,rock,JLPT JLPT_2 JLPT_3,G|eL<b]=]q
祝い,いわい,"celebration, festival",JLPT JLPT_2 JLPT_3,GZfmX5Jx8(
祝う,いわう,"to congratulate, to celebrate",JLPT JLPT_2 JLPT_3,X@UPs?&].
言わば,いわば,so to speak,JLPT JLPT_2 JLPT_3,ISB~|Yz?TD
いわゆる,いわゆる,"the so-called, so-to-speak",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pIL=hHO-Je
インク,インク,ink,JLPT JLPT_2 JLPT_3,q1l^_2FS@C
印刷,いんさつ,printing,JLPT JLPT_2 JLPT_3,M!0uun/z}U
印象,いんしょう,impression,JLPT JLPT_2 JLPT_3,Q*RbG8|1@p
引退,いんたい,retirement,JLPT JLPT_2 JLPT_3,CiE>>/IlUa
インタビュー,インタビュー,interview,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,Lr#jpXZo&{
引用,いんよう,"quotation, citation",JLPT JLPT_2 JLPT_3,mgmTGyy@R!
ウイスキー,ウイスキー,whiskey,JLPT JLPT_2 JLPT_3,pU);qhPs)v
上,うわ,"upper, outer, surface",JLPT JLPT_2 JLPT_3,Alx@.Upj.V
魚,うお,fish,JLPT JLPT_2 JLPT_3,"OhV1B,p7lY"
うがい,うがい,gargling,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,k@]kPJW~yl
受け取る,うけとる,"to receive, to get, to accept",JLPT JLPT_2 JLPT_3,"Jr/,h++/bg"
動かす,うごかす,"to move, to shift",JLPT JLPT_2 JLPT_3,NB>1{PM|;}
兎,うさぎ,"rabbit, hare",JLPT JLPT_2 JLPT_3,"fu:N<z:T,%"
牛,うし,"cattle, cow",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,f~4k*~tyLI
失う,うしなう,"to lose, to part with",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pYDJ7QMJY3
疑う,うたがう,"to doubt, to distrust",JLPT JLPT_2 JLPT_3,rNjW1$Ny&Q
宇宙,うちゅう,"universe, cosmos, space",JLPT JLPT_2 JLPT_3,z$:a2a^Sj:
討つ,うつ,"to attack, to avenge",JLPT JLPT_2 JLPT_3,PyYz(3~uk@
撃つ,うつ,"to attack, to shoot",JLPT JLPT_2 JLPT_3,E~&l5[EXS/
うっかり,うっかり,carelessly; inadvertently,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,e}eZDDJ?#=
映す,うつす,"to project, to reflect, to cast (shadow)",JLPT JLPT_2 JLPT_3,v%$=^xk|L|
訴える,うったえる,"to complain, to appeal, to sue (a person)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,q3vDC2@R>l
写る,うつる,"to be photographed, to be projected",JLPT JLPT_2 JLPT_3,CI<Sr}lwt|
映る,うつる,"to be reflected, to come out (photo)",JLPT JLPT_2 JLPT_3,b:A%=5OyPu
うなる,うなる,"to groan, to moan",JLPT JLPT_2 JLPT_3,s+o0tk>SxK
奪う,うばう,"to rob, to deprive",JLPT JLPT_2 JLPT_3,wyO.=2:4&2
馬,うま,horse; promoted bishop (in Japanese chess known as shogi),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,I-Qwz&8r5B
生まれ,うまれ,"birth, birth-place",JLPT JLPT_2 JLPT_3,deVvQ9]dKk
有無,うむ,"yes or no, presence or absence",JLPT JLPT_2 JLPT_3,q6A?^f?DMI
梅,うめ,"plum, lowest (of a three-tier ranking system)",JLPT JLPT_2 JLPT_3,unQPf%DK.[
埋める,うめる,"to bury, to fill up, to fill (a seat, a vacant position)",JLPT JLPT_2 JLPT_3,wtEE639hh4
裏切る,うらぎる,"to betray, to turn traitor",JLPT JLPT_2 JLPT_3,hCN[eLWk|~
羨ましい,うらやましい,"envious, enviable",JLPT JLPT_2 JLPT_3,P/?}=]sJqp
売れる,うれる,to be sold,JLPT JLPT_2 JLPT_3,"wjQK4P,#&y"
噂,うわさ,"rumor, gossip",JLPT JLPT_2 JLPT_3,iJw30XJ732
運,うん,"fortune, luck",JLPT JLPT_2 JLPT_3,"niW>.BR,WX"
運転,うんてん,"operation, driving",JLPT JLPT_2 JLPT_3,x@0Upz+IK7
柄,え,"handle (of a sword, dagger, etc.), grip",JLPT_1 JLPT JLPT_2 JLPT_3,vAFwXg-!s2
永遠,えいえん,"eternity, perpetuity, immortality",JLPT JLPT_2 JLPT_3,DxPif#CAiw
永久,えいきゅう,"eternity, perpetuity, immortality",JLPT JLPT_2 JLPT_3,"H2N,Hwk+O>"
影響,えいきょう,"influence, effect",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,xzq]$1i3z}
営業,えいぎょう,"business, trade, management",JLPT JLPT_2 JLPT_3,xesLH`A]]j
衛星,えいせい,satellite,JLPT_1 JLPT JLPT_2 JLPT_3,mODPl+GnJ<
栄養,えいよう,"nutrition, nourishment",JLPT JLPT_2 JLPT_3,D*<eW1UGaQ
笑顔,えがお,smile (on one's face),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"ck|m~NB,1+"
描く,えがく,"to draw, to depict, to describe",JLPT JLPT_2 JLPT_3,A%|&4/hW0O
餌,えさ,"feed, bait",JLPT JLPT_2 JLPT_3,kFT)$ftn@z
エネルギー,エネルギー,energy (GER: energie),JLPT JLPT_2 JLPT_3,z36oBXl-RE
得る,える,"to get, to gain, to win, to learn",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,v$jA3Lrsi]
得る,うる,"to get, to gain, to win",JLPT JLPT_2 JLPT_3,sT#y1FGTc!
円,えん,"circle, yen",JLPT JLPT_2 JLPT_3,lsb6<icN4?
延期,えんき,"postponement, adjournment",JLPT JLPT_2 JLPT_3,DUXFS%Wd#v
演技,えんぎ,"acting, performance",JLPT JLPT_2 JLPT_3,IH<gd>zmOh
援助,えんじょ,"assistance, aid, support",JLPT JLPT_2 JLPT_3,h`{I^&2VL&
エンジン,エンジン,engine,JLPT JLPT_2 JLPT_3,qw.wG*b!Qa
演説,えんぜつ,"speech, address",JLPT JLPT_2 JLPT_3,ubLUzysT08
演奏,えんそう,musical performance,JLPT JLPT_2 JLPT_3,G9]&KRGi[P
老い,おい,"old age, the aged",JLPT JLPT_2 JLPT_3,"Hz1%S/^$?,"
追い付く,おいつく,"to overtake, to catch up (with)",JLPT JLPT_2 JLPT_3,g{~7a$v2sm
王,おう,king,JLPT JLPT_2 JLPT_3,k#_<4ay=~G
追う,おう,"to chase, to run after",JLPT JLPT_2 JLPT_3,x%>16|CvCA
応援,おうえん,"aid, assistance, help",JLPT JLPT_2 JLPT_3,NDS^Ak)|LB
王様,おうさま,king,JLPT JLPT_2 JLPT_3,nKPemrJ_V5
王子,おうじ,prince,JLPT JLPT_2 JLPT_3,"L`,J_WL+]h"
応じる,おうじる,"to adapt, to respond, to comply with",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"xK:s,vBFc7"
横断,おうだん,crossing,JLPT JLPT_2 JLPT_3,z/T^y6%uiO
終える,おえる,to finish,JLPT JLPT_2 JLPT_3,"hO,Zn$Rx<F"
大いに,おおいに,"much, considerably (same as 大変 (たいへん)), greatly",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,fVz%iJ3-E?
覆う,おおう,"to cover, to hide, to conceal",JLPT JLPT_2 JLPT_3,Lm%oB!j+E)
大家,おおや,landlord,JLPT JLPT_2 JLPT_3,gc9}{t}#g|
丘,おか,"hill, height",JLPT JLPT_2 JLPT_3,j@=CkW8>0!
沖,おき,open sea,JLPT JLPT_2 JLPT_3,d?Pt2wu__v
奥,おく,"interior, inner part",JLPT JLPT_2 JLPT_3,V}(}>#0tD
贈る,おくる,"to present, to give to, to award to",JLPT JLPT_2 JLPT_3,rV3X4}6{nQ
起こる,おこる,"to occur, to happen",JLPT JLPT_2 JLPT_3,jY1}sGq4X}
押える,おさえる,"to stop, to restrain, to press down",JLPT JLPT_2 JLPT_3,Om1hU>MYS0
幼い,おさない,"very young, childish",JLPT JLPT_2 JLPT_3,uA[`]K&k.D
収める,おさめる,"to store to pay, to supply",JLPT JLPT_2 JLPT_3,jL2$>p8($[
納める,おさめる,"to store to pay, to supply",JLPT JLPT_2 JLPT_3,I#wxPQAM&H
治める,おさめる,"to govern, to manage; to subdue",JLPT JLPT_2 JLPT_3,Groy5Mh=b[
お辞儀,おじぎ,bow,JLPT JLPT_2 JLPT_3,N&e8jCT!9`
お洒落,おしゃれ,"smartly dressed, fashion-conscious",JLPT JLPT_2 JLPT_3,q1.@7#(;?<
お喋り,おしゃべり,"chattering, talk",JLPT JLPT_2 JLPT_3,J0fhZBKfSu
汚染,おせん,"pollution, contamination",JLPT JLPT_2 JLPT_3,I?+Cu[l]f]
恐らく,おそらく,perhaps,JLPT JLPT_2 JLPT_3,kL/tl<Mv0J
恐れる,おそれる,"to fear, to be afraid of",JLPT JLPT_2 JLPT_3,x;Xt$GbU:n
恐ろしい,おそろしい,"terrible, dreadful",JLPT JLPT_2 JLPT_3,JGyLnws+gz
教わる,おそわる,to be taught,JLPT JLPT_2 JLPT_3,"j.|V-R,hM8"
お互い,おたがい,"mutual, reciprocal, each other",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,"I%(y!,oeu|"
穏やか,おだやか,"calm, gentle, quiet",JLPT JLPT_2 JLPT_3,iQhH7HaHk_
男の人,おとこのひと,man,JLPT JLPT_3 JLPT_2 Genki_Ln.7 Genki,Bqnqcw;5C8
大人しい,おとなしい,"obedient, docile, quiet",JLPT JLPT_2 JLPT_3,NiKO$K>WA9
劣る,おとる,"to fall behind, to be inferior to",JLPT JLPT_2 JLPT_3,Kb0v_SukC>
鬼,おに,"ogre, demon, 'it' (e.g.,in a game of tag)",JLPT JLPT_2 JLPT_3,Ewa5_MZt)z
帯,おび,"band, sash",JLPT JLPT_2 JLPT_3,x^<)4<JIn8
お昼,おひる,"lunch, noon",JLPT JLPT_2 JLPT_3,"QU,c7/WKET"
オフィス,オフィス,office,JLPT JLPT_2 JLPT_3,t+v1qGjm`2
溺れる,おぼれる,"to be drowned, to indulge in",JLPT JLPT_2 JLPT_3,L6mI#frmDD
お前,おまえ,"you (sing), presence (of a high personage)",JLPT JLPT_2 JLPT_3,kiGe-uw>iW
おめでとう,おめでとう,"Congratulations!, an auspicious occasion!",JLPT JLPT_2 JLPT_3,IjwH:94kN^
お目に掛かる,おめにかかる,"meet ~, see ~",JLPT JLPT_2 JLPT_3,O[qSUns&-f
思い付く,おもいつく,"to think of, to hit upon",JLPT JLPT_2 JLPT_3,phC=E!Uzsp
思い出,おもいで,"memories, recollections, reminiscence",JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,C>r<Y|QfhA
主に,おもに,"mainly, primarily",JLPT JLPT_2 JLPT_3,KJv^Ck6t)-
思わず,おもわず,"unintentional, spontaneous",JLPT JLPT_2 JLPT_3,mqEM$vUJ]Z
泳ぎ,およぎ,swimming,JLPT JLPT_2 JLPT_3,p%YEcD<#qK
およそ,およそ,"about, roughly, approximately",JLPT JLPT_2 JLPT_3,cmb!OC{1dV
及ぼす,およぼす,"to exert, to cause, to exercise",JLPT JLPT_2 JLPT_3,lC%7ty:^eB
下す,おろす,"to lower, to let go down",JLPT JLPT_2 JLPT_3,JRZI*AHd)D
降ろす,おろす,"to take down, to launch, to drop",JLPT JLPT_2 JLPT_3,PQD_mXy>W.
卸す,おろす,"to sell wholesale, grated (vegetables)",JLPT JLPT_2 JLPT_3,GT*kAh$cd0
音,おん,"sound, note",JLPT JLPT_2 JLPT_3,gkN]*wY]?s
恩,おん,"favor, obligation, debt of gratitude",JLPT JLPT_2 JLPT_3,"A4Iq0-B@,;"
温暖,おんだん,warmth,JLPT JLPT_2 JLPT_3,N&n<_QP1.Q
温度,おんど,temperature,JLPT JLPT_2 JLPT_3,NA1Ge#l-~k
可,か,passable,JLPT JLPT_2 JLPT_3,l:l&EInHym
蚊,か,mosquito,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,j=4=()Uwi2
課,か,"department, division",JLPT JLPT_2 JLPT_3,QQ1!.:!+a[
カー,カー,car,JLPT JLPT_2 JLPT_3,o!p+_Rb<h*
カード,カード,"card, curd",JLPT JLPT_2 JLPT_3,"F,Np^@m5hi"
貝,かい,"shell, shellfish",JLPT JLPT_2 JLPT_3,HNd6/BU{>X
害,がい,"harm, damage",JLPT JLPT_2 JLPT_3,g|Fzqe^$7$
会員,かいいん,"member, the membership",JLPT JLPT_2 JLPT_3,li]JQ4<Kd[
絵画,かいが,"picture, painting",JLPT JLPT_2 JLPT_3,emKUHOyrV`
海外,かいがい,"foreign, abroad, overseas",JLPT JLPT_2 JLPT_3,qq4=IgxkU<
会計,かいけい,"account, finance",JLPT JLPT_2 JLPT_3,bX?OL%f/L+
解決,かいけつ,"settlement, solution, resolution",JLPT JLPT_2 JLPT_3,rmn(v?B?3g
会合,かいごう,"meeting, assembly",JLPT JLPT_2 JLPT_3,f9BQ|i/j|}
外交,がいこう,diplomacy,JLPT JLPT_2 JLPT_3,A]90<@ohwE
開始,かいし,"start, commencement, beginning",JLPT JLPT_2 JLPT_3,qgkolirBJK
解釈,かいしゃく,"explanation, interpretation",JLPT JLPT_2 JLPT_3,Ih/AkEg/|E
外出,がいしゅつ,"outing, going out",JLPT JLPT_2 JLPT_3,Ol@%UFQ/rD
